     1	6.87157392502
     2	6.64818716049
     3	7.18109893799
     4	6.96804189682
     5	8.35995697975
     6	7.53473782539
     7	6.49125695229
     8	6.8888938427
     9	6.98700094223
    10	6.76033687592
    11	7.25493693352
    12	7.1712269783
    13	7.00608587265
    14	7.70922207832
    15	7.52718186378
    16	7.35579705238
    17	7.40055394173
    18	7.06278395653
    19	6.81607413292
    20	7.11383199692
    21	7.57137107849
    22	7.30047297478
    23	6.84707689285
    24	7.20941615105
    25	6.79165887833
    26	6.92323684692
    27	7.05212712288
    28	6.6129090786
    29	7.09248018265
    30	6.02799010277
    31	8.02372598648
    32	7.50474691391
    33	8.7175860405
    34	7.45922684669
    35	7.95375704765
    36	7.70995807648
    37	8.91042995453
    38	5.93164992332
    39	7.5372710228
    40	6.58311700821
    41	7.38253903389
    42	7.97660493851
    43	7.16861486435
    44	7.11948084831
    45	7.82422709465
    46	7.54286813736
    47	7.27756500244
    48	6.99398994446
    49	6.55853295326
    50	7.92755484581
    51	6.99757504463
    52	7.69702315331
    53	7.01341581345
    54	8.85716485977
    55	7.3799829483
    56	7.15264105797
    57	6.76111912727
    58	6.96788787842
    59	7.33155894279
    60	7.54126787186
    61	7.74257493019
    62	7.0212290287
    63	7.20039701462
    64	6.67417001724
    65	7.33805584908
    66	7.07720804214
    67	6.58527803421
    68	8.56944108009
    69	6.82697105408
    70	7.44493293762
    71	6.98210906982
    72	7.15695095062
    73	5.96695399284
    74	7.91352581978
    75	7.09812116623
    76	7.03916716576
    77	5.77029299736
    78	7.27023983002
    79	7.18992590904
    80	7.57763385773
    81	6.70712208748
    82	7.63187098503
    83	8.32944989204
    84	7.13074207306
    85	7.2913980484
    86	8.15366292
    87	4.71421909332
    88	5.27857708931
    89	7.68854212761
    90	8.23482608795
    91	5.9476120472
    92	7.20104598999
    93	7.34633207321
    94	6.71091485023
    95	6.94409012794
    96	7.7097530365
    97	8.66053318977
    98	7.14812207222
    99	6.80776286125
   100	7.06929993629
   101	7.17447185516
   102	6.82959914207
