# monitors=1
# peers=9
# rounds=100
# cadence=0.01
1	542	682	.79472140762463343108
2	213	324	.65740740740740740740
3	118	237	.49789029535864978902
4	835	1074	.77746741154562383612
5	110	217	.50691244239631336405
6	292	400	.73000000000000000000
7	110	229	.48034934497816593886
8	432	576	.75000000000000000000
9	168	307	.54723127035830618892
10	57	159	.35849056603773584905
11	207	339	.61061946902654867256
12	156	370	.42162162162162162162
13	12	159	.07547169811320754716
14	122	336	.36309523809523809523
15	277	488	.56762295081967213114
16	265	479	.55323590814196242171
17	28	273	.10256410256410256410
18	360	588	.61224489795918367346
19	232	1267	.18310970797158642462
20	46	598	.07692307692307692307
21	189	719	.26286509040333796940
22	1	1120	.00089285714285714285
23	40	3061	.01306762495916367200
24	3	1858	.00161463939720129171
25	85	3110	.02733118971061093247
26	1	1847	.00054141851651326475
27	2	3356	.00059594755661501787
28	5	2443	.00204666393778141629
29	6	2564	.00234009360374414976
30	0	865	0
31	7	1627	.00430239704978488014
32	6	3361	.00178518298125557869
