# monitors=1
# peers=9
# rounds=100
# cadence=0.01
1	432	734	.58855585831062670299
2	321	518	.61969111969111969111
3	315	510	.61764705882352941176
4	167	256	.65234375000000000000
5	343	584	.58732876712328767123
6	352	555	.63423423423423423423
7	324	519	.62427745664739884393
8	387	611	.63338788870703764320
9	0	0	
10	267	451	.59201773835920177383
11	781	1453	.53750860289057123193
12	842	1456	.57829670329670329670
13	958	1859	.51533082302313071543
14	487	1084	.44926199261992619926
15	133	403	.33002481389578163771
16	645	2442	.26412776412776412776
17	232	2108	.11005692599620493358
18	60	1231	.04874086108854589764
19	145	3457	.04194388197859415678
20	48	3507	.01368691189050470487
21	39	2905	.01342512908777969018
22	25	1249	.02001601281024819855
23	19	2472	.00768608414239482200
24	12	2268	.00529100529100529100
25	5	2441	.00204834084391642769
26	18	2350	.00765957446808510638
27	8	3903	.00204970535485523955
28	4	2654	.00150715900527505651
29	12	3106	.00386349001931745009
30	0	1644	0
31	6	2861	.00209716882209017825
32	0	1567	0
