# monitors=1
# peers=9
# rounds=100
# cadence=0.01
1	396	724	.54696132596685082872
2	282	506	.55731225296442687747
3	385	620	.62096774193548387096
4	164	258	.63565891472868217054
5	654	1019	.64180569185475956820
6	310	506	.61264822134387351778
7	106	189	.56084656084656084656
8	343	532	.64473684210526315789
9	338	515	.65631067961165048543
10	337	637	.52904238618524332810
11	0	0	
12	371	702	.52849002849002849002
13	289	706	.40934844192634560906
14	325	613	.53017944535073409461
15	679	2093	.32441471571906354515
16	345	813	.42435424354243542435
17	91	1591	.05719673161533626649
18	124	1804	.06873614190687361419
19	115	1704	.06748826291079812206
20	64	2272	.02816901408450704225
21	29	2632	.01101823708206686930
22	17	2030	.00837438423645320197
23	2	2697	.00074156470152020763
24	10	1920	.00520833333333333333
25	13	1861	.00698549167114454594
26	5	1821	.00274574409665019220
27	5	2666	.00187546886721680420
28	2	1175	.00170212765957446808
29	0	1428	0
30	5	1892	.00264270613107822410
31	3	1507	.00199071001990710019
32	2	1606	.00124533001245330012
